epoch,t,trajectory,value
0,0,0,44.118441880674766
0,0,1,41.51515204975117
0,0,2,15.227161497877525
0,1,0,46.21308446639901
0,1,1,46.5258689521886
0,1,2,32.26215115626131
0,2,0,47.00236375995564
0,2,1,48.45354196818003
0,2,2,38.62461213496671
0,3,0,47.29991838004454
0,3,1,49.22588181004352
0,3,2,40.98453173370109
0,4,0,47.40905522055935
0,4,1,49.56258001431408
0,4,2,41.84383574501569
0,5,0,47.44170355937841
0,5,1,49.73032597522327
0,5,2,42.141423438586116
0,6,0,47.43803733561988
0,6,1,49.82594540031529
0,6,2,42.23006401945726
0,7,0,47.41296978360911
0,7,1,49.883666554170254
0,7,2,42.24255401686469
0,8,0,47.37522221134367
0,8,1,49.91644351017513
0,8,2,42.228866437631844
0,9,0,47.33178858908444
0,9,1,49.929653380064224
0,9,2,42.20785017831523
0,10,0,47.2881765304456
0,10,1,49.92604799568153
0,10,2,42.18657845657119
0,11,0,47.246977961807346
0,11,1,49.90792414035673
0,11,2,42.16742365596147
0,12,0,47.209142091127255
0,12,1,49.87753551590335
0,12,2,42.15092273572844
0,13,0,47.174974283755994
0,13,1,49.837122361161114
0,13,2,42.1369308795916
0,14,0,47.144546282155474
0,14,1,49.78892491496977
0,14,2,42.1250331645
0,15,0,47.117836011722034
0,15,1,49.73518072357428
0,15,2,42.11473168279255
0,16,0,47.094790125496814
0,16,1,49.67812733321962
0,16,2,42.105478085182334
0,17,0,47.075340560118526
0,17,1,49.620002290150765
0,17,2,42.09672239523323
0,18,0,47.05941373357495
0,18,1,49.56304448691006
0,18,2,42.08789999216613
0,19,0,47.04693422430357
0,19,1,49.50949281603985
0,19,2,42.07845113664959
0,20,0,47.03783396894308
0,20,1,49.46158347748775
0,20,2,42.06781283505374
0,21,0,47.03203202728007
0,21,1,49.4215553637961
0,21,2,42.055423720897906
0,22,0,47.029456656852595
0,22,1,49.391641982317736
0,22,2,42.04071754625379
0,23,0,47.03003243609817
0,23,1,49.37408087929762
0,23,2,42.0231329446407
0,24,0,47.03368210390394
0,24,1,49.371110947278126
0,24,2,42.00210692242877
0,25,0,47.04002855245734
0,25,1,49.38473009157063
0,25,2,41.97711553756939
0,26,0,47.047883432261116
0,26,1,49.41525603835674
0,26,2,41.948005838035925
0,27,0,47.05662497531206
0,27,1,49.46144615515503
0,27,2,41.91504142200192
0,28,0,47.06600852141957
0,28,1,49.521396777470684
0,28,2,41.87868928129331
0,29,0,47.07593105576654
0,29,1,49.592943059117246
0,29,2,41.83948474800325
0,30,0,47.08635026869595
0,30,1,49.6738353371733
0,30,2,41.797981052866305
0,31,0,47.097242246053824
0,31,1,49.761778174606576
0,31,2,41.75475257955689
0,32,0,47.10859779008865
0,32,1,49.85446536400572
0,32,2,41.71037045745099
0,33,0,47.12040034484767
0,33,1,49.94959204425679
0,33,2,41.665413951670665
0,34,0,47.13264071257936
0,34,1,50.04483989127202
0,34,2,41.62045581874112
0,35,0,47.14530785598188
0,35,1,50.13789865874794
0,35,2,41.57607369663522
0,36,0,47.15839441685402
0,36,1,50.226458100381095
0,36,2,41.532841969027366
0,37,0,47.17188751834364
0,37,1,50.308210662462756
0,37,2,41.49133339244276
0,38,0,47.18577980224952
0,38,1,50.380851483878956
0,38,2,41.45212723200348
0,39,0,47.200056552169215
0,39,1,50.44207570351577
0,39,2,41.41579624423473
0,40,0,47.21471408900211
0,40,1,50.48958115285397
0,40,2,41.3829148128109
0,41,0,47.22948383840363
0,41,1,50.521124900459085
0,41,2,41.35402315127283
0,42,0,47.24193207531982
0,42,1,50.535088696880784
0,42,2,41.3293734677495
0,43,0,47.24976855962054
0,43,1,50.531873738738184
0,43,2,41.30871355411192
0,44,0,47.252605146191364
0,44,1,50.513962598399374
0,44,2,41.291400686418456
0,45,0,47.25094403226565
0,45,1,50.484734482287244
0,45,2,41.27661966291024
0,46,0,47.245620373682016
0,46,1,50.447902478574875
0,46,2,41.263498331605724
0,47,0,47.23759625525015
0,47,1,50.40731430517329
0,47,2,41.25114013328506
0,48,0,47.22788342963799
0,48,1,50.36686345410443
0,48,2,41.238635491534666
0,49,0,47.21750836591591
0,49,1,50.33046226555355
0,49,2,41.22507808423937
100,0,0,44.118441880674766
100,0,1,41.51515204975117
100,0,2,15.227161497877525
100,1,0,46.44404184678392
100,1,1,46.35741214626296
100,1,2,32.757245476370045
100,2,0,47.47215915423351
100,2,1,48.11087293503074
100,2,2,39.32235487314678
100,3,0,48.016978768164094
100,3,1,48.7028614336194
100,3,2,41.77796711746879
100,4,0,48.37183170116351
100,4,1,48.860349954793065
100,4,2,42.69715998294933
100,5,0,48.63474758900297
100,5,1,48.860173589836336
100,5,2,43.047114219844815
100,6,0,48.830567719005714
100,6,1,48.81035924049203
100,6,2,43.192789635151215
100,7,0,48.96074165681232
100,7,1,48.754973912590756
100,7,2,43.27140046823453
100,8,0,49.026012580746155
100,8,1,48.71280787866023
100,8,2,43.330937858169094
100,9,0,49.02830098132599
100,9,1,48.69293652933664
100,9,2,43.38526186200498
100,10,0,48.97084446708921
100,10,1,48.699760910754065
100,10,2,43.43632180450694
100,11,0,48.85959582282387
100,11,1,48.7331033116584
100,11,2,43.4841632458531
100,12,0,48.70206041377573
100,12,1,48.790427307786366
100,12,2,43.52870157428406
100,13,0,48.506361694093144
100,13,1,48.86827426116967
100,13,2,43.56982939795134
100,14,0,48.280851222162326
100,14,1,48.96283953541342
100,14,2,43.607429562111165
100,15,0,48.033987250287204
100,15,1,49.07018790327692
100,15,2,43.64139467491505
100,16,0,47.77427953818024
100,16,1,49.18632624673212
100,16,2,43.67161083591763
100,17,0,47.51025808060727
100,17,1,49.30723990699293
100,17,2,43.69795763607671
100,18,0,47.25044183503229
100,18,1,49.42890210859683
100,18,2,43.72031792064847
100,19,0,47.0033460798187
100,19,1,49.54728203718915
100,19,2,43.738577789187566
100,20,0,46.777456660524976
100,20,1,49.65835022471261
100,20,2,43.752616832651775
100,21,0,46.581239187656294
100,21,1,49.75807047162303
100,21,2,43.76232115059574
100,22,0,46.42312432026198
100,22,1,49.84241869505264
100,22,2,43.767573588275674
100,23,0,46.31152616143862
100,23,1,49.90736946583631
100,23,2,43.76825699094778
100,24,0,46.25486801203435
100,24,1,49.94890004740365
100,24,2,43.764257458166725
100,25,0,46.2607141029047
100,25,1,49.96316002924887
100,25,2,43.7558125537185
100,26,0,46.33036867521615
100,26,1,49.94864694349627
100,26,2,43.744194708292625
100,27,0,46.45924021140658
100,27,1,49.907070587818026
100,27,2,43.730207733603436
100,28,0,46.64019861449253
100,28,1,49.84161091662486
100,28,2,43.7142877056417
100,29,0,46.86514434447961
100,29,1,49.75601332922693
100,29,2,43.696740528460666
100,30,0,47.12559155580932
100,30,1,49.65424401770469
100,30,2,43.677813528741645
100,31,0,47.41288516429506
100,31,1,49.54034322049446
100,31,2,43.65773125307692
100,32,0,47.718281787335584
100,32,1,49.41838617976441
100,32,2,43.63672150235719
100,33,0,48.03298653492111
100,33,1,49.292466985846076
100,33,2,43.61499580598095
100,34,0,48.348182442438144
100,34,1,49.166675690178806
100,34,2,43.59277871054049
100,35,0,48.655048866172635
100,35,1,49.0451063830941
100,35,2,43.570281745434315
100,36,0,48.944770681061414
100,36,1,48.93184373084182
100,36,2,43.54772294865779
100,37,0,49.20856955304744
100,37,1,48.83097374596918
100,37,2,43.52532035820633
100,38,0,49.437696580878544
100,38,1,48.74657167064438
100,38,2,43.503292012075306
100,39,0,49.623435975208054
100,39,1,48.6827060155487
100,39,2,43.48185269396168
100,40,0,49.75709770039357
100,40,1,48.64344663766084
100,40,2,43.461223696159266
100,41,0,49.83023822053363
100,41,1,48.632563169643774
100,41,2,43.44189316343386
100,42,0,49.83694154184626
100,42,1,48.65099801966328
100,42,2,43.42669233542706
100,43,0,49.778940520719104
100,43,1,48.696230919024636
100,43,2,43.418104241847544
100,44,0,49.66564629651423
100,44,1,48.76355790468338
100,44,2,43.41633064919849
100,45,0,49.50978119914333
100,45,1,48.84739588140611
100,45,2,43.42052218558744
100,46,0,49.32534052732939
100,46,1,48.94182383331714
100,46,2,43.4294259461155
100,47,0,49.126816258377815
100,47,1,49.040787461100194
100,47,2,43.44163607385721
100,48,0,48.92890272012761
100,48,1,49.13817592094907
100,48,2,43.45569789741049
100,49,0,48.746382538832435
100,49,1,49.227860867191595
100,49,2,43.47012420238889
200,0,0,44.118441880674766
200,0,1,41.51515204975117
200,0,2,15.227161497877525
200,1,0,46.64896407169745
200,1,1,46.20960215695156
200,1,2,32.7226848269519
200,2,0,47.901438453036405
200,2,1,47.80121107473825
200,2,2,39.25551971896361
200,3,0,48.68296588160637
200,3,1,48.222427135908255
200,3,2,41.67831073638292
200,4,0,49.27410905132585
200,4,1,48.2094663310344
200,4,2,42.565774192086906
200,5,0,49.758087378457844
200,5,1,48.04989374151703
200,5,2,42.88839232209798
200,6,0,50.14436350977296
200,6,1,47.86292938551338
200,6,2,43.015056125925966
200,7,0,50.4213078082409
200,7,1,47.702204365439044
200,7,2,43.0864814680568
200,8,0,50.582220631649626
200,8,1,47.59194126374861
200,8,2,43.152696678387414
200,9,0,50.62447142306252
200,9,1,47.54451659225318
200,9,2,43.22880495597143
200,10,0,50.54932579308966
200,10,1,47.565705966711434
200,10,2,43.31726655042845
200,11,0,50.36599988876075
200,11,1,47.65290564799115
200,11,2,43.41718978398629
200,12,0,50.08818732254869
200,12,1,47.79902872668583
200,12,2,43.52674574092245
200,13,0,49.731391824426844
200,13,1,47.99523137530862
200,13,2,43.64375729558148
200,14,0,49.31188605639618
200,14,1,48.231976423222086
200,14,2,43.76593342186261
200,15,0,48.8463289860218
200,15,1,48.49941435879673
200,15,2,43.89092777059158
200,16,0,48.351640797012166
200,16,1,48.78752738323061
200,16,2,44.01638748399728
200,17,0,47.844877799798326
200,17,1,49.08618864763402
200,17,2,44.1399531957117
200,18,0,47.343149651770176
200,18,1,49.38520802714041
200,18,2,44.25926879366527
200,19,0,46.86352921931153
200,19,1,49.674365778340885
200,19,2,44.3719814200869
200,20,0,46.42298267488846
200,20,1,49.9434529282056
200,20,2,44.4757447258023
200,21,0,46.0383124709899
200,21,1,50.18228877594965
200,21,2,44.56822212453258
200,22,0,45.726161019228186
200,22,1,50.380749165278104
200,22,2,44.647070521401915
200,23,0,45.50304748134522
200,23,1,50.52874763622265
200,23,2,44.70995983872825
200,24,0,45.385459746727705
200,24,1,50.61623273254684
200,24,2,44.75455999882955
200,25,0,45.38855203079096
200,25,1,50.63372113550845
200,25,2,44.77903883168486
200,26,0,45.51602366919904
200,26,1,50.577992501775356
200,26,2,44.78404719698189
200,27,0,45.75954333861907
200,27,1,50.453594623896024
200,27,2,44.771436790532235
200,28,0,46.10548916904006
200,28,1,50.268610671337825
200,28,2,44.74346934975073
200,29,0,46.53815140085447
200,29,1,50.03249434430066
200,29,2,44.70254654688508
200,30,0,47.040891301550545
200,30,1,49.75525671009957
200,30,2,44.651128631554876
200,31,0,47.59655138543046
200,31,1,49.44716328625436
200,31,2,44.59169212487191
200,32,0,48.18765224549292
200,32,1,49.11860614223852
200,32,2,44.526723310843295
200,33,0,48.79651028465277
200,33,1,48.78003658461026
200,33,2,44.458727999266756
200,34,0,49.40536096561139
200,34,1,48.44191265141465
200,34,2,44.39019898274629
200,35,0,49.9965114935321
200,35,1,48.11464526028851
200,35,2,44.323642071079625
200,36,0,50.55243463310567
200,36,1,47.80856185843112
200,36,2,44.26156632836294
200,37,0,51.05587908156869
200,37,1,47.53388218925135
200,37,2,44.20648081869241
200,38,0,51.4898878642066
200,38,1,47.30070752198871
200,38,2,44.16089460616422
200,39,0,51.837772580649414
200,39,1,47.11904353876873
200,39,2,44.127326517769845
200,40,0,52.08301406915524
200,40,1,46.998854186498164
200,40,2,44.108279109008606
200,41,0,52.209799555299426
200,41,1,46.9494868078839
200,41,2,44.10641765030171
200,42,0,52.209067414277904
200,42,1,46.97436503716239
200,42,2,44.125520382136415
200,43,0,52.08625167769262
200,43,1,47.06829351274557
200,43,2,44.16704848451165
200,44,0,51.859821430609145
200,44,1,47.21986236434094
200,44,2,44.22861655667191
200,45,0,51.55385270742366
200,45,1,47.41504451954995
200,45,2,44.306140454076726
200,46,0,51.19468786850854
200,46,1,47.63874798474678
200,46,2,44.39488842679634
200,47,0,50.809717817910204
200,47,1,47.87541360111484
200,47,2,44.48988790681655
200,48,0,50.42688900386728
200,48,1,48.10922237444329
200,48,2,44.58608822296061
200,49,0,50.07448267277396
200,49,1,48.324219334485946
200,49,2,44.67841266966427
300,0,0,44.118441880674766
300,0,1,41.51515204975117
300,0,2,15.227161497877525
300,1,0,46.82926023667348
300,1,1,46.08068879766089
300,1,2,32.456930680708055
300,2,0,48.29103865175327
300,2,1,47.52291794339151
300,2,2,38.86878377396562
300,3,0,49.297199086758404
300,3,1,47.78389499784123
300,3,2,41.22212480840632
300,4,0,50.11309115458229
300,4,1,47.61066556770473
300,4,2,42.058769139692814
300,5,0,50.80646917207098
300,5,1,47.301901687764456
300,5,2,42.338936573721305
300,6,0,51.37167468248527
300,6,1,46.98778492944271
300,6,2,42.42972661871116
300,7,0,51.78475674084971
300,7,1,46.73094908573278
300,7,2,42.473405812354315
300,8,0,52.03246690586529
300,8,1,46.56043917630317
300,8,2,42.52307616942298
300,9,0,52.10836675146334
300,9,1,46.491379505916825
300,9,2,42.59753614484784
300,10,0,52.012125158588915
300,10,1,46.53062945972304
300,10,2,42.702239942812014
300,11,0,51.755971457671855
300,11,1,46.67331274861273
300,11,2,42.83642443033165
300,12,0,51.359165740409004
300,12,1,46.90822817838726
300,12,2,42.996724662821215
300,13,0,50.84385619247658
300,13,1,47.22167582691132
300,13,2,43.17877011747764
300,14,0,50.23358169958163
300,14,1,47.598877387848546
300,14,2,43.37781602717742
300,15,0,49.55276413157775
300,15,1,48.024448721041715
300,15,2,43.58897118136731
300,16,0,48.82648391732787
300,16,1,48.48257621746949
300,16,2,43.8072890464206
300,17,0,48.080297929223974
300,17,1,48.95712854192896
300,17,2,44.02782308871059
300,18,0,47.33996906929225
300,18,1,49.43176299052858
300,18,2,44.2456202660137
300,19,0,46.631216090351586
300,19,1,49.89006685191309
300,19,2,44.45575031619542
300,20,0,45.97944686121923
300,20,1,50.315690690704066
300,20,2,44.653299248613436
300,21,0,45.40960568403551
300,21,1,50.69243047164007
300,21,2,44.833385615609814
300,22,0,44.94613098460677
300,22,1,51.00430025963519
300,22,2,44.9911507496157
300,23,0,44.61307672272555
300,23,1,51.23549183085761
300,23,2,45.12175225455441
300,24,0,44.43437544786425
300,24,1,51.37030197267114
300,24,2,45.22036400584149
300,25,0,44.432236050859146
300,25,1,51.39397257320009
300,25,2,45.282667549448874
300,26,0,44.61262787245105
300,26,1,51.301656961877725
300,26,2,45.30801202568885
300,27,0,44.9638716077514
300,27,1,51.10054436671136
300,27,2,45.29912453665298
300,28,0,45.466456986221836
300,28,1,50.803263057122095
300,28,2,45.260167330044254
300,29,0,46.09764532653812
300,29,1,50.42462499688079
300,29,2,45.195839612808044
300,30,0,46.83303315434971
300,30,1,49.980441102414005
300,30,2,45.11104235839291
300,31,0,47.64709303006949
300,31,1,49.48707831096612
300,31,2,45.01074813481307
300,32,0,48.513480753774786
300,32,1,48.961269752668755
300,32,2,44.89998483315618
300,33,0,49.40532417460528
300,33,1,48.41993030779978
300,33,2,44.783786853106804
300,34,0,50.295600298575636
300,34,1,47.87999235850302
300,34,2,44.66721788303542
300,35,0,51.15754734784386
300,35,1,47.35821326826293
300,35,2,44.55535462850628
300,36,0,51.96504370807421
300,36,1,46.87101651881383
300,36,2,44.45328030368051
300,37,0,52.692847069976914
300,37,1,46.43439746932329
300,37,2,44.36609113991299
300,38,0,53.31669376502461
300,38,1,46.063892391552415
300,38,2,44.298889877155474
300,39,0,53.813173676031646
300,39,1,45.774672710672476
300,39,2,44.25677600106129
300,40,0,54.15935864799233
300,40,1,45.58172540911367
300,40,2,44.244845742985305
300,41,0,54.333394823279306
300,41,1,45.49918795565968
300,41,2,44.26804889085267
300,42,0,54.323641527560426
300,42,1,45.53265960111246
300,42,2,44.32993913855836
300,43,0,54.13878143827687
300,43,1,45.674652239446395
300,43,2,44.429572739555155
300,44,0,53.805123803895505
300,44,1,45.90783094560118
300,44,2,44.56142714939274
300,45,0,53.35664143945523
300,45,1,46.21063072814961
300,45,2,44.71801422736384
300,46,0,52.830710328059816
300,46,1,46.55962601268587
300,46,2,44.89110385271719
300,47,0,52.26660118962751
300,47,1,46.93037477028244
300,47,2,45.07220881512485
300,48,0,51.70486875018969
300,48,1,47.29777932518798
300,48,2,45.25277356399171
300,49,0,51.18693968262247
300,49,1,47.63630984019224
300,49,2,45.42424254872262
400,0,0,44.118441880674766
400,0,1,41.51515204975117
400,0,2,15.227161497877525
400,1,0,46.98838869628603
400,1,1,45.96702090989733
400,1,2,32.158394359142775
400,2,0,48.64515944373116
400,2,1,47.27117379637141
400,2,2,38.45175519195172
400,3,0,49.863460499047946
400,3,1,47.382279680221494
400,3,2,40.751649255985754
400,4,0,50.89159620200059
400,4,1,47.05923697027269
400,4,2,41.55752744983352
400,5,0,51.78148969950744
400,5,1,46.61194851404845
400,5,2,41.81447871880089
400,6,0,52.51289122180737
400,6,1,46.181122582182525
400,6,2,41.884691834763345
400,7,0,53.05059545515692
400,7,1,45.837656540984476
400,7,2,41.90995658069158
400,8,0,53.375850023743524
400,8,1,45.614684115264794
400,8,2,41.94579454224689
400,9,0,53.47925850460753
400,9,1,45.52949984116242
400,9,2,42.01472058317687
400,10,0,53.3592867127943
400,10,1,45.58977222855182
400,10,2,42.125542462205644
400,11,0,53.03080925207276
400,11,1,45.788612273741336
400,11,2,42.27830573951137
400,12,0,52.517828574826886
400,12,1,46.11128475191074
400,12,2,42.468924643404335
400,13,0,51.84821386818249
400,13,1,46.5398852542081
400,13,2,42.69171554166151
400,14,0,51.0519498021165
400,14,1,47.05497997795825
400,14,2,42.9403764853565
400,15,0,50.16065456727699
400,15,1,47.636066160366525
400,15,2,43.208367961776894
400,16,0,49.2073480916447
400,16,1,48.26174440458345
400,16,2,43.48904794780947
400,17,0,48.226109884176225
400,17,1,48.90990446874309
400,17,2,43.77574838595349
400,18,0,47.25153636746397
400,18,1,49.55797298468093
400,18,2,44.06179796440979
400,19,0,46.318143023886904
400,19,1,50.18324733968396
400,19,2,44.340551405766696
400,20,0,45.45980701186805
400,20,1,50.76322148045665
400,20,2,44.6053927212985
400,21,0,44.70936246480731
400,21,1,51.275818822567544
400,21,2,44.84975799105452
400,22,0,44.09852506951893
400,22,1,51.69952284129514
400,22,2,45.0671321095606
400,23,0,43.65813856597242
400,23,1,52.013290908595565
400,23,2,45.25104227722236
400,24,0,43.41874868698787
400,24,1,52.196322729953266
400,24,2,45.39504172883288
400,25,0,43.408919969706474
400,25,1,52.229064682226266
400,25,2,45.49313279236978
400,26,0,43.63675379367292
400,26,1,52.105178397351196
400,26,2,45.54347353491679
400,27,0,44.087728748776925
400,27,1,51.83416873482835
400,27,2,45.54918157437813
400,28,0,44.73727028248952
400,28,1,51.432697471028234
400,28,2,45.51558094299938
400,29,0,45.55639076109928
400,29,1,50.920404392125135
400,29,2,45.4488125019342
400,30,0,46.51347935215934
400,30,1,50.31850175963277
400,30,2,45.35533603358327
400,31,0,47.57483365452569
400,31,1,49.649289643347586
400,31,2,45.241721966494154
400,32,0,48.70507359717587
400,32,1,48.93586781370958
400,32,2,45.1146058151832
400,33,0,49.86772457665571
400,33,1,48.20180186005207
400,33,2,44.980655637151145
400,34,0,51.0260452547168
400,34,1,47.47071930138786
400,34,2,44.846575287181544
400,35,0,52.14392525886544
400,35,1,46.76585049900274
400,35,2,44.71909140014702
400,36,0,53.18671114044976
400,36,1,46.109640922810186
400,36,2,44.60494688241241
400,37,0,54.12175088155009
400,37,1,45.523496701146584
400,37,2,44.510900911834725
400,38,0,54.91855945450646
400,38,1,45.02774288555244
400,38,2,44.4437159205694
400,39,0,55.54845827005871
400,39,1,44.641826741676766
400,39,2,44.410151086473476
400,40,0,55.983776812514016
400,40,1,44.38476202741229
400,40,2,44.41695582450863
400,41,0,56.19815432599695
400,41,1,44.27456354799609
400,41,2,44.47046625373486
400,42,0,56.1780627575621
400,42,1,44.318658826071655
400,42,2,44.573289067201515
400,43,0,55.93485581169398
400,43,1,44.50765205222643
400,43,2,44.722196000857465
400,44,0,55.50126644652568
400,44,1,44.81920007514781
400,44,2,44.90950040179071
400,45,0,54.9194718714579
400,45,1,45.225259520417765
400,45,2,45.12564114118856
400,46,0,54.236321753666864
400,46,1,45.69500017804237
400,46,2,45.360389959058445
400,47,0,53.50180035404909
400,47,1,46.19579991621543
400,47,2,45.60329730311395
400,48,0,52.76832381900474
400,48,1,46.69370511502224
400,48,2,45.843877823785846
400,49,0,52.090107375132604
400,49,1,47.15383455565355
400,49,2,46.07170149457835
500,0,0,44.118441880674766
500,0,1,41.51515204975117
500,0,2,15.227161497877525
500,1,0,47.13036334930135
500,1,1,45.86450709592415
500,1,2,31.8593113154398
500,2,0,48.9691152898022
500,2,1,47.04018282345855
500,2,2,38.0448019179038
500,3,0,50.387279806692845
500,3,1,47.01098567218616
500,3,2,40.306399397912145
500,4,0,51.61492209846011
500,4,1,46.54815017382175
500,4,2,41.09782362524478
500,5,0,52.68806423918304
500,5,1,45.972680744081366
500,5,2,41.346884847647715
500,6,0,53.57261936170381
500,6,1,45.43522671345006
500,6,2,41.40917374691213
500,7,0,54.223338207611825
500,7,1,45.0140927764202
500,7,2,41.424750446388586
500,8,0,54.617127062373925
500,8,1,44.7457326271405
500,8,2,41.450965447460895
500,9,0,54.742499773883615
500,9,1,44.649041549334285
500,9,2,41.51382873039972
500,10,0,54.597050210341514
500,10,1,44.73229927188639
500,10,2,41.6255016084702
500,11,0,54.19782732397746
500,11,1,44.98693795827273
500,11,2,41.78719305354228
500,12,0,53.57266351091114
500,12,1,45.39533188319899
500,12,2,41.99468061339184
500,13,0,52.75409673694329
500,13,1,45.93610992206065
500,13,2,42.24161677891436
500,14,0,51.77765239757051
500,14,1,46.58580341893571
500,14,2,42.52082582205268
500,15,0,50.681578422741296
500,15,1,47.319201609092914
500,15,2,42.82480333060734
500,16,0,49.50660981441694
500,16,1,48.109480863540185
500,16,2,43.14590821184445
500,17,0,48.295446214284844
500,17,1,48.92848202628484
500,17,2,43.476437541359815
500,18,0,47.09179349804943
500,18,1,49.7472246999326
500,18,2,43.808675377555446
500,19,0,45.939219575142204
500,19,1,50.53654000545605
500,19,2,44.134922050325585
500,20,0,44.88009848684652
500,20,1,51.26772488272111
500,20,2,44.44752019544415
500,21,0,43.95486906752453
500,21,1,51.91302137235425
500,21,2,44.73887102605696
500,22,0,43.20188042239151
500,22,1,52.44580509737557
500,22,2,45.00144734987549
500,23,0,42.657846296441306
500,23,1,52.84043717048708
500,23,2,45.2277805519831
500,24,0,42.35891017407311
500,24,1,53.07174452328414
500,24,2,45.410457340536624
500,25,0,42.33914604559261
500,25,1,53.11600001074788
500,25,2,45.54237358204454
500,26,0,42.60861625116998
500,26,1,52.96553243040907
