epoch,t,trajectory,value
500,26,2,45.620655730985554
500,27,0,43.150582722576985
500,27,1,52.63176915442614
500,27,2,45.648476728337315
500,28,0,43.93637790785532
500,28,1,52.13471616186064
500,28,2,45.631778923048756
500,29,0,44.93178801087608
500,29,1,51.49813560146333
500,29,2,45.577539530972274
500,30,0,46.09871410526552
500,30,1,50.748091790504176
500,30,2,45.493113266579144
500,31,0,47.39558603322371
500,31,1,49.91251501442132
500,31,2,45.3860110506657
500,32,0,48.777842528154245
500,32,1,49.02087572285522
500,32,2,45.26380238140019
500,33,0,50.198961362835256
500,33,1,48.10360158288327
500,33,2,45.134108825725846
500,34,0,51.611912594160586
500,34,1,47.191303358026495
500,34,2,45.004581239271886
500,35,0,52.970873024024385
500,35,1,46.313907892737056
500,35,2,44.882899766353425
500,36,0,54.23269783956536
500,36,1,45.499875913620684
500,36,2,44.77677383997157
500,37,0,55.35791764943228
500,37,1,44.77572813275903
500,37,2,44.6939194017243
500,38,0,56.310904043311446
500,38,1,44.16595908467738
500,38,2,44.642055647508
500,39,0,57.05919999561556
500,39,1,43.69343024517953
500,39,2,44.6289017732191
500,40,0,57.57207765804433
500,40,1,43.38021550610214
500,40,2,44.66215094036649
500,41,0,57.8201630913222
500,41,1,43.24733460843365
500,41,2,44.748832433577576
500,42,0,57.78869574379917
500,42,1,43.303689270448274
500,42,2,44.8902284464372
500,43,0,57.491159519213326
500,43,1,43.538375829668254
500,43,2,45.08103447249039
500,44,0,56.965246803320966
500,44,1,43.92495704444948
500,44,2,45.31214823900434
500,45,0,56.25961002259753
500,45,1,44.42994780636538
500,45,2,45.57295747877069
500,46,0,55.42899787323036
500,46,1,45.016027405754755
500,46,2,45.85230645674187
500,47,0,54.53292348669759
500,47,1,45.64304117697229
500,47,2,46.138902757335856
500,48,0,53.634961721551555
500,48,1,46.26854170993511
500,48,2,46.42147349076127
500,49,0,52.8017668435557
500,49,1,46.84844584324405
500,49,2,46.68884014188144
600,0,0,44.118441880674766
600,0,1,41.51515204975117
600,0,2,15.227161497877525
600,1,0,47.25919073628446
600,1,1,45.76938714715998
600,1,2,31.563495587369204
600,2,0,49.2684689900897
600,2,1,46.824348466445755
600,2,2,37.647832831465564
600,3,0,50.87485261512145
600,3,1,46.66330975908196
600,3,2,39.8793394409612
600,4,0,52.28954406103563
600,4,1,46.06985379634949
600,4,2,40.66482294649414
600,5,0,53.532866679605554
600,5,1,45.37577422116486
600,5,2,40.91394274626897
600,6,0,54.557805244127536
600,6,1,44.740953271442756
600,6,2,40.97492341756106
600,7,0,55.31040574414613
600,7,1,44.250188833937585
600,7,2,40.985481988845166
600,8,0,55.76438100579813
600,8,1,43.942479104845575
600,8,2,41.0044952274728
600,9,0,55.90697190816574
600,9,1,43.8378017909833
600,9,2,41.061299006718926
600,10,0,55.73516894694943
600,10,1,43.94490378642632
600,10,2,41.17135287131619
600,11,0,55.2676950651569
600,11,1,44.25392346286873
600,11,2,41.337214699837354
600,12,0,54.53521556637804
600,12,1,44.745043322882125
600,12,2,41.55480197489118
600,13,0,53.573848181307774
600,13,1,45.3941740674525
600,13,2,41.81743850323082
600,14,0,52.423746614010916
600,14,1,46.17444898607161
600,14,2,42.11743763194426
600,15,0,51.12918884033684
600,15,1,47.05633973831169
600,15,2,42.44669941221778
600,16,0,49.738463055800544
600,16,1,48.00769539644939
600,16,2,42.79693677307743
600,17,0,48.30306563164954
600,17,1,48.99417864581683
600,17,2,43.159778031789855
600,18,0,46.876172448560084
600,18,1,49.98011799104289
600,18,2,43.526814081189656
600,19,0,45.510716566568156
600,19,1,50.92964537733903
600,19,2,43.88964883130521
600,20,0,44.25761489857507
600,20,1,51.80780553954011
600,20,2,44.23992198944768
600,21,0,43.164568823548436
600,21,1,52.58137185831645
600,21,2,44.56933184030015
600,22,0,42.27579745172784
600,22,1,53.219158701165924
600,22,2,44.869658026006675
600,23,0,41.6328286312562
600,23,1,53.69168754066378
600,23,2,45.132768054769144
600,24,0,41.27624836052007
600,24,1,53.970274164839275
600,24,2,45.350601029355076
600,25,0,41.24467431907934
600,25,1,54.02776375554494
600,25,2,45.51524249596176
600,26,0,41.54992745719605
600,26,1,53.85532729456506
600,26,2,45.622865399625375
600,27,0,42.173722644835195
600,27,1,53.46587577377042
600,27,2,45.67652552657979
600,28,0,43.08443249359719
600,28,1,52.88197044464917
600,28,2,45.682516690005286
600,29,0,44.243775961628046
600,29,1,52.13062880301604
600,29,2,45.64833028490758
600,30,0,45.60808764333006
600,30,1,51.24205637688077
600,30,2,45.58189703658158
600,31,0,47.12836927677037
600,31,1,50.24941516329883
600,31,2,45.49131363954258
600,32,0,48.7508195341689
600,32,1,49.1884574354841
600,32,2,45.3847548914684
600,33,0,50.418379244154806
600,33,1,48.09668026805451
600,33,2,45.270434641618095
600,34,0,52.07315407951865
600,34,1,47.01202501376325
600,34,2,45.15660579083203
600,35,0,53.65916284536852
600,35,1,45.97139906897594
600,35,2,45.05154727433805
600,36,0,55.12477304373433
600,36,1,45.00936054113075
600,36,2,44.96356080745307
600,37,0,56.42420562571754
600,37,1,44.1572996999315
600,37,2,44.90096112268777
600,38,0,57.51775205842723
600,38,1,43.44333127355735
600,38,2,44.87206620685126
600,39,0,58.370600691885265
600,39,1,42.89295009548667
600,39,2,44.885171266663576
600,40,0,58.95046373913245
600,40,1,42.53040567412166
600,40,2,44.948545474457276
600,41,0,59.226333740222074
600,41,1,42.37894587261404
600,41,2,45.06956632479269
600,42,0,59.18278790539422
600,42,1,42.44863830276883
600,42,2,45.24798974528693
600,43,0,58.834906868052016
600,43,1,42.727443027119826
600,43,2,45.47657166761563
600,44,0,58.223973816147755
600,44,1,43.185680919932736
600,44,2,45.74519773223156
600,45,0,57.403504947164194
600,45,1,43.78539716548056
600,45,2,46.042695932594924
600,46,0,56.434665308753665
600,46,1,44.48361795140498
600,46,2,46.35755906942676
600,47,0,55.385385814591515
600,47,1,45.23320806014719
600,47,2,46.67822136607623
600,48,0,54.32974883457413
600,48,1,45.983521130582275
600,48,2,46.9932049119503
600,49,0,53.346597494788114
600,49,1,46.68135418286136
600,49,2,47.291181494184144
700,0,0,44.118441880674766
700,0,1,41.51515204975117
700,0,2,15.227161497877525
700,1,0,47.37848557358532
700,1,1,45.67872209642506
700,1,2,31.2716061703648
700,2,0,49.548426471957775
700,2,1,46.619113508702924
700,2,2,37.25849182056746
700,3,0,51.33221264933526
700,3,1,46.333569219669414
700,3,2,39.46364023985949
700,4,0,52.922084470826334
700,4,1,45.617715976963765
700,4,2,40.2468473636346
700,5,0,54.32308230426761
700,5,1,44.81367756329651
700,5,2,40.49940695685906
700,6,0,55.47629271158048
700,6,1,44.089803080802916
700,6,2,40.5619171484173
700,7,0,56.32039244378635
700,7,1,43.53642639106253
700,7,2,40.56953057961445
700,8,0,56.827048747082486
700,8,1,43.1943483824629
700,8,2,40.58249570459392
700,9,0,56.98297638916377
700,9,1,43.08414586415455
700,9,2,40.63336852493565
700,10,0,56.784761164663486
700,10,1,43.21494134718198
700,10,2,40.740864510960165
700,11,0,56.25224814227558
700,11,1,43.57598464696868
700,11,2,40.90892949952428
700,12,0,55.41796425049897
700,12,1,44.14596791488701
700,12,2,41.13375270715637
700,13,0,54.32051429204136
700,13,1,44.89885241331722
700,13,2,41.40847732704627
700,14,0,53.0037494670813
700,14,1,45.80500748323067
700,14,2,41.725060360602924
700,15,0,51.517411215875
700,15,1,46.8309534013903
700,15,2,42.07496741017104
700,16,0,49.91721215896979
700,16,1,47.939276563615756
700,16,2,42.44943627720466
700,17,0,48.26370661331663
700,17,1,49.08924339638843
700,17,2,42.839584354115544
700,18,0,46.619961721583564
700,18,1,50.23816819498926
700,18,2,43.236475337391255
700,19,0,45.04863072761994
700,19,1,51.34318485085029
700,19,2,43.63115990632558
700,20,0,43.60921756515239
700,20,1,52.36302396409586
700,20,2,44.01471152030139
700,21,0,42.3562851357874
700,21,1,53.25927028529511
700,21,2,44.37827848756562
700,22,0,41.33908004074904
700,22,1,53.99677198986548
700,22,2,44.71309372812465
700,23,0,40.60278899373753
700,23,1,54.543067155388925
700,23,2,45.010481282341104
700,24,0,40.191191452469496
700,24,1,54.866908219683864
700,24,2,45.261862819530776
700,25,0,40.14640024208494
700,25,1,54.938515084712506
700,25,2,45.458650246114146
700,26,0,40.48177049780057
700,26,1,54.74814325004097
700,26,2,45.596079269177096
700,27,0,41.17815250093787
700,27,1,54.30970804538528
700,27,2,45.67703319713621
700,28,0,42.20215289480413
700,28,1,53.647469749526664
700,28,2,45.708027135465635
700,29,0,43.51272027478552
700,29,1,52.7907534119886
700,29,2,45.696942994983694
700,30,0,45.06168049748598
700,30,1,51.773081837524266
700,30,2,45.652147576976084
700,31,0,46.7931921738368
700,31,1,50.63232367882837
700,31,2,45.58218666914262
700,32,0,48.644224952176046
700,32,1,49.410382441842415
700,32,2,45.49568090804721
700,33,0,50.54676881816525
700,33,1,48.15200770516846
700,33,2,45.4012964904319
700,34,0,52.431428576085985
700,34,1,46.902832218489635
700,34,2,45.30773541032157
700,35,0,54.23160514668399
700,35,1,45.70708050442994
700,35,2,45.223715933233265
700,36,0,55.88710844396875
700,36,1,44.60553460321363
700,36,2,45.15798561337001
700,37,0,57.346339081875655
700,37,1,43.63427932350737
700,37,2,45.11929851353169
700,38,0,58.56645761289411
700,38,1,42.82455549600587
700,38,2,45.11639567932444
700,39,0,59.51155601506401
700,39,1,42.203780466845615
700,39,2,45.158008393459085
700,40,0,60.14914415089255
700,40,1,41.79758773813508
700,40,2,45.252802852677654
700,41,0,60.44772524005182
700,41,1,41.63075860574142
700,41,2,45.40833553795464
700,42,0,60.39172197055625
700,42,1,41.71426000811924
700,42,2,45.62278078786598
700,43,0,59.997300310489116
700,43,1,42.0352549997536
700,43,2,45.88701354958976
700,44,0,59.3081238258978
700,44,1,42.561619578868765
700,44,2,46.1900798545816
700,45,0,58.38110452412872
700,45,1,43.251823163897384
700,45,2,46.52047901215942
700,46,0,57.28248093257631
700,46,1,44.05798468853235
700,46,2,46.866573651106705
700,47,0,56.087626785451306
700,47,1,44.92649055222398
700,47,2,47.216778468981964
700,48,0,54.88055066609766
700,48,1,45.798702772601786
700,48,2,47.559661115370325
700,49,0,53.75206013578786
700,49,1,46.61235644215448
700,49,2,47.88398775206168
800,0,0,44.118441880674766
800,0,1,41.51515204975117
800,0,2,15.227161497877525
800,1,0,47.49125552595318
800,1,1,45.59055846622154
800,1,2,30.983989647210308
800,2,0,49.813446805346544
800,2,1,46.42130203471146
800,2,2,36.87572611966458
800,3,0,51.76472403802463
800,3,1,46.01764169137204
800,3,2,39.0561255993309
800,4,0,53.5186359184435
800,4,1,45.186762146846775
800,4,2,39.83841826524477
800,5,0,55.065535844801985
800,5,1,44.280577458390965
800,5,2,40.09562987808723
800,6,0,56.33571221872917
800,6,1,43.475090428743215
800,6,2,40.16072398260573
800,7,0,57.26183381994925
800,7,1,42.86522983243975
800,7,2,40.16623025556388
800,8,0,57.81456717929338
800,8,1,42.49286686428498
800,8,2,40.17369561618207
800,9,0,57.98076687027963
800,9,1,42.37874796689923
800,9,2,40.21881646403355
800,10,0,57.75676482959919
800,10,1,42.532293183047926
800,10,2,40.32350399050553
800,11,0,57.16299110294308
800,11,1,42.94227843147692
800,11,2,40.49310012648502
800,12,0,56.232873998459816
800,12,1,43.58660424069933
800,12,2,40.724099992553604
800,13,0,55.00642741439101
800,13,1,44.43803366842753
800,13,2,41.00953288145578
800,14,0,53.53030234647992
800,14,1,45.46479813539399
800,14,2,41.341072670636336
800,15,0,51.859162871599835
800,15,1,46.62983542103443
800,15,2,41.70981885386564
800,16,0,50.05605773691574
800,16,1,47.89050020955116
800,16,2,42.10659919099444
800,17,0,48.1908861749297
800,17,1,49.199417642451806
800,17,2,42.52209011699608
800,18,0,46.337099589783364
800,18,1,50.50649064794233
800,18,2,42.94688508223374
800,19,0,44.56744851695206
800,19,1,51.76155483935973
800,19,2,43.371538485489324
800,20,0,42.950057022893205
800,20,1,52.9169660987357
800,20,2,43.78663401423067
800,21,0,41.54588964427584
800,21,1,53.929414039367
800,21,2,44.18280254325301
800,22,0,40.40832829141044
800,22,1,54.76043494511714
800,22,2,44.550772576304695
800,23,0,39.585017317205136
800,23,1,55.375490903008654
800,23,2,44.88138000898259
800,24,0,39.12163459529167
800,24,1,55.741740334762454
800,24,2,45.165574637328874
800,25,0,39.06272667586397
800,25,1,55.82762064461011
800,25,2,45.394133779568506
800,26,0,39.42291246519855
800,26,1,55.62270341304887
800,26,2,45.56137868492608
800,27,0,40.182856450036034
800,27,1,55.14146133690994
800,27,2,45.66998438671816
800,28,0,41.30859317353875
800,28,1,54.408994784539445
800,28,2,45.72666124832517
800,29,0,42.757647419156555
800,29,1,53.45594817689291
800,29,2,45.73961986470776
800,30,0,44.4785062596892
800,30,1,52.31827303919641
800,30,2,45.71761104436737
800,31,0,46.40918236849785
800,31,1,51.03794692374731
800,31,2,45.66958085371177
800,32,0,48.47755065721101
800,32,1,49.662817239418274
800,32,2,45.60454695371438
800,33,0,50.6042510861063
800,33,1,48.24505839486011
800,33,2,45.531569311228324
800,34,0,52.70778053935561
800,34,1,46.83837015365478
800,34,2,45.45973718179265
800,35,0,54.710410658357375
800,35,1,45.49466305016669
800,35,2,45.39816260103551
800,36,0,56.54332018708848
800,36,1,44.26109653530749
800,36,2,45.355964113181926
800,37,0,58.14950514068725
800,37,1,43.17830051769751
800,37,2,45.342279788247524
800,38,0,59.48385238746569
800,38,1,42.28018957462745
800,38,2,45.36622166186045
800,39,0,60.51046862186613
800,39,1,41.595442532878536
800,39,2,45.43686597236602
800,40,0,61.19780923525272
800,40,1,41.150353926572635
800,40,2,45.56322387214078
800,41,0,61.514881484081194
800,41,1,40.970615148605546
800,41,2,45.75296248830611
800,42,0,61.446332481503255
800,42,1,41.067851476850514
800,42,2,46.002638773113944
800,43,0,61.00897203820902
800,43,1,41.428757454304495
800,43,2,46.30130526661677
800,44,0,60.24777715916392
800,44,1,42.01948312595104
800,44,2,46.63722371434649
800,45,0,59.2217569390624
800,45,1,42.79575819505523
800,45,2,46.99864609893967
800,46,0,58.00103871464441
800,46,1,43.70549441599854
800,46,2,47.37389599759856
800,47,0,56.667556056509476
800,47,1,44.68904139078097
800,47,2,47.75146295674574
800,48,0,55.31476179926916
800,48,1,45.679949919635305
800,48,2,48.12004805220233
800,49,0,54.04524766345189
800,49,1,46.60691066925381
800,49,2,48.46860294076921
900,0,0,44.118441880674766
900,0,1,41.51515204975117
900,0,2,15.227161497877525
900,1,0,47.59983682227578
900,1,1,45.50381248715877
900,1,2,30.700932396168323
900,2,0,50.067124471552624
900,2,1,46.229029228139865
900,2,2,36.49929653782169
900,3,0,52.17683849292846
900,3,1,45.712932859139265
900,3,2,38.655724855189135
900,4,0,54.08440801035182
900,4,1,44.77371811077121
900,4,2,39.437540766381744
900,5,0,55.76622791430468
900,5,1,43.772515792152106
900,5,2,39.69974772732749
900,6,0,57.14291793001128
900,6,1,42.89215578003268
900,6,2,39.76776419184388
900,7,0,58.142455983917216
900,7,1,42.231234163011365
900,7,2,39.771500126451414
900,8,0,58.735497569551804
900,8,1,41.832003138050986
900,8,2,39.7737651181647
900,9,0,58.90961468505222
900,9,1,41.71497219943307
900,9,2,39.813327624283005
900,10,0,58.6609957821858
900,10,1,41.88980237715397
900,10,2,39.91521970839621
900,11,0,58.01013345135397
900,11,1,42.345194197306306
900,11,2,40.0861647510785
900,12,0,56.990426567900364
900,12,1,43.058918943854735
900,12,2,40.322984929904564
900,13,0,55.642301089334985
900,13,1,44.00328462599731
900,13,2,40.618616790113386
900,14,0,54.014321143718625
900,14,1,45.14501481140131
900,14,2,40.96447711957309
900,15,0,52.16553629585249
900,15,1,46.44382155098081
900,15,2,41.351343236508626
900,16,0,50.16626887480887
900,16,1,47.85184801178151
900,16,2,41.769663775002655
900,17,0,48.096101505897096
900,17,1,49.314808790861306
900,17,2,42.20969861982837
900,18,0,46.03937021241546
900,18,1,50.774786174947806
900,18,2,42.66160026391052
900,19,0,44.07932568298216
900,19,1,52.173979578640655
900,19,2,43.11546099565272
900,20,0,42.2927176354363
900,20,1,53.458339201039166
900,20,2,43.56137147630937
900,21,0,40.74642660022888
900,21,1,54.57998262953883
900,21,2,43.989477690208325
900,22,0,39.49702978655074
900,22,1,55.49781279032858
900,22,2,44.390010233436854
900,23,0,38.59342244151763
900,23,1,56.17609895095258
900,23,2,44.753326619721314
900,24,0,38.08193180001908
900,24,1,56.58138562152661
900,24,2,45.069914534725626
900,25,0,38.00848039587743
900,25,1,56.681140872168896
900,25,2,45.329929725672955
900,26,0,38.38867497388311
900,26,1,56.464497390430935
900,26,2,45.52679200112043
900,27,0,39.20360495689732
900,27,1,55.94605981028713
900,27,2,45.66296161068762
900,28,0,40.419875148677015
900,28,1,55.15096081122073
900,28,2,45.74532464987067
900,29,0,41.99494226931077
900,29,1,54.11016792555834
900,29,2,45.78241063487718
900,30,0,43.87516687144535
900,30,1,52.86116207234935
900,30,2,45.78334136423062
900,31,0,45.993225093006174
900,31,1,51.44938617334633
900,31,2,45.75744040295765
900,32,0,48.268099459445764
900,32,1,49.928398630906386
900,32,2,45.71410616494897
900,33,0,50.60875798435437
900,33,1,48.357930620872295
900,33,2,45.66277286137818
900,34,0,52.920984419743746
900,34,1,46.8001231913964
900,34,2,45.61290073780632
900,35,0,55.11543180728385
900,35,1,45.31495254444457
900,35,2,45.57396305698823
900,36,0,57.114518952397546
900,36,1,43.95613056027519
900,36,2,45.55544609887248
900,37,0,58.856212539688386
900,37,1,42.768688193642674
900,37,2,45.56682963481077
900,38,0,60.29391675992228
900,38,1,41.78878295327219
900,38,2,45.61757716466262
900,39,0,61.39272062740462
900,39,1,41.04573046460554
900,39,2,45.71709035661719
900,40,0,62.12300738221952
900,40,1,40.5658185302777
900,40,2,45.874679758507384
900,41,0,62.45509404064013
900,41,1,40.37507781012414
900,41,2,46.0980808377218
900,42,0,62.37415750630607
900,42,1,40.48556843607173
900,42,2,46.38225268597901
900,43,0,61.89727984335267
900,43,1,40.88381397135021
900,43,2,46.71444496199651
900,44,0,61.06980228770579
900,44,1,41.53492646566342
900,44,2,47.08217417696375
900,45,0,59.9516978584199
900,45,1,42.39266598921002
900,45,2,47.47345800402971
900,46,0,58.61594519520819
900,46,1,43.40140218796564
900,46,2,47.8766167660982
900,47,0,57.15024301932712
900,47,1,44.49585983347811
900,47,2,48.28023763854498
900,48,0,55.657054282783754
900,48,1,45.601948142053345
900,48,2,48.6731941750084
900,49,0,54.250629775941746
900,49,1,46.6393160471819
900,49,2,49.04465281598629
999,0,0,44.118441880674766
999,0,1,41.51515204975117
999,0,2,15.227161497877525
999,1,0,47.70487882381093
999,1,1,45.41889747253232
999,1,2,30.42540884601174
999,2,0,50.309742761323044
999,2,1,46.04323076566698
999,2,2,36.13293738249712
999,3,0,52.56814763387897
999,3,1,45.42093845935987
999,3,2,38.26612512756516
999,4,0,54.61833380737422
999,4,1,44.38056427218255
999,4,2,39.04758632022796
999,5,0,56.42366847702838
999,5,1,43.29179069420695
999,5,2,39.314783747829324
999,6,0,57.89632783216422
999,6,1,42.34341035327827
999,6,2,39.385774641118616
999,7,0,58.96088663116247
999,7,1,41.63676039945989
999,7,2,39.38792410523732
999,8,0,59.588868635296556
999,8,1,41.21383184802296
999,8,2,39.38525232621922
999,9,0,59.769074662307624
999,9,1,41.09453643721248
999,9,2,39.4194956815396
999,10,0,59.4976195819508
999,10,1,41.288722332360564
999,10,2,39.51871435948547
999,11,0,58.79457656715789
999,11,1,41.785372782009546
999,11,2,39.69096925728931
999,12,0,57.69247990462901
999,12,1,42.5627612390467
999,12,2,39.93341286381732
999,13,0,56.23119632858135
999,13,1,43.59344208509056
999,13,2,40.23890199399671
999,14,0,54.46034954805158
999,14,1,44.843248985240436
999,14,2,40.59862563480494
999,15,0,52.442833787979055
999,15,1,46.269061380723656
999,15,2,41.003053573264495
999,16,0,50.25609779531891
999,16,1,47.81789169927207
999,16,2,41.44228460637588
999,17,0,47.989661446129894
999,17,1,49.42833262480524
999,17,2,41.906194611696534
999,18,0,45.73916296078629
999,18,1,51.034311920822276
999,18,2,42.384506514757305
999,19,0,43.59861439719245
999,19,1,52.57015450854924
999,19,2,42.86686188362806
999,20,0,41.65329914705395
999,20,1,53.97542240601904
999,20,2,43.34287787914039
999,21,0,39.9754471531097
999,21,1,55.198065063939794
999,21,2,43.80221234085635
999,22,0,38.62388539457395
999,22,1,56.19503327729992
999,22,2,44.234617482992725
999,23,0,37.64759557742682
999,23,1,56.930292050435796
999,23,2,44.629969183106965
999,24,0,37.092362269217745
999,24,1,57.37066053812866
999,24,2,44.97829952508158
999,25,0,37.00449063023258
999,25,1,57.483407558484544
999,25,2,45.269145939436406
999,26,0,37.40029011347842
999,26,1,57.25746385444798
999,26,2,45.495049574150116
999,27,0,38.26179567067335
999,27,1,56.70720518943885
999,27,2,45.65825589514537
999,28,0,39.55721987254124
999,28,1,55.8570426275449
999,28,2,45.76582347573553
999,29,0,41.245224344620624
999,29,1,54.73735671543524
999,29,2,45.82659099047989
999,30,0,43.27128297631113
999,30,1,53.386244976359094
999,30,2,45.850041465028596
999,31,0,45.56363307065138
999,31,1,51.85193986023968
999,31,2,45.84586945443028
999,32,0,48.03273635607958
999,32,1,50.1933714959789
999,32,2,45.82383785400082
999,33,0,50.575745414574854
999,33,1,48.47787494701977
999,33,2,45.79374861063734
999,34,0,53.08529673211673
999,34,1,46.776311229642594
999,34,2,45.765419942729146
999,35,0,55.46005684058561
999,35,1,45.15701032105396
999,35,2,45.74867983156088
999,36,0,57.61364781584425
999,36,1,43.680346927244116
999,36,2,45.75335951271562
999,37,0,59.479404354827395
999,37,1,42.39556591376578
999,37,2,45.78928045888111
999,38,0,61.00994332077024
999,38,1,41.34062882783283
999,38,2,45.866225091163855
999,39,0,62.17218224098169
999,39,1,40.544897068998
999,39,2,45.99389772750781
999,40,0,62.939237927299594
999,40,1,40.034035104209465
999,40,2,46.181892039710036
999,41,0,63.28336628201892
999,41,1,39.83389588204859
999,41,2,46.43798905533727
999,42,0,63.190527857209354
999,42,1,39.95677782907845
999,42,2,46.7555727856638
999,43,0,62.677727455893404
999,43,1,40.38929740304797
999,43,2,47.12013556825025
999,44,0,61.78987218012487
999,44,1,41.09616141814972
999,44,2,47.51846820573427
999,45,0,60.58692401165639
999,45,1,42.029902121372125
999,45,2,47.93836707897103
999,46,0,59.143737931512604
999,46,1,43.132004043406226
999,46,2,48.36815576516275
999,47,0,57.55304934968596
999,47,1,44.33202217386202
999,47,2,48.79653208583211
999,48,0,55.9258604107009
999,48,1,45.548448976780946
999,48,2,49.212542072434715
999,49,0,54.38783447501534
999,49,1,46.69199127845795
999,49,2,49.605596237851294
